,cluster1,cluster2,cluster3
9244,36.0,28.0,29.0
9247,34.0,27.0,27.0
9250,34.0,22.0,26.0
9252,34.0,22.0,27.0
9253,34.0,25.0,26.0
9254,34.0,24.0,27.0
9256,36.0,29.0,29.0
9260,26.0,17.0,23.0
9274,24.0,13.0,22.0
9285,33.0,25.0,25.0
9287,24.0,18.0,19.0
9288,36.0,26.0,26.0
9289,36.0,28.0,29.0
9292,16.0,9.0,13.0
9296,34.0,27.0,29.0
9297,36.0,28.0,29.0
9298,34.0,26.0,25.0
9299,34.0,17.0,24.0
9301,23.0,15.0,18.0
9302,33.0,17.0,24.0
9304,34.0,26.0,27.0
9305,22.0,14.0,16.0
9313,36.0,29.0,28.0
9316,32.0,16.0,22.0
9317,32.0,20.0,24.0
9322,36.0,30.0,29.0
9323,36.0,30.0,29.0
9325,35.0,24.0,27.0
9326,6.0,9.0,13.0
9330,30.0,14.0,19.0
9331,34.0,20.0,25.0
9338,11.0,6.0,6.0
9344,31.0,5.0,6.0
9356,33.0,16.0,21.0
9357,34.0,22.0,26.0
9358,28.0,17.0,22.0
9361,34.0,27.0,29.0
9364,34.0,28.0,26.0
9372,30.0,19.0,26.0
9388,25.0,14.0,19.0
9390,35.0,29.0,29.0
9392,36.0,29.0,29.0
9393,24.0,22.0,23.0
9394,36.0,29.0,29.0
9395,36.0,30.0,29.0
9400,26.0,23.0,26.0
9401,34.0,25.0,26.0
9402,29.0,26.0,23.0
9408,21.0,16.0,17.0
9420,30.0,20.0,26.0
9421,31.0,29.0,29.0
9424,35.0,17.0,22.0
9427,21.0,15.0,19.0
9428,14.0,12.0,15.0
9429,30.0,26.0,27.0
9435,23.0,15.0,22.0
9437,33.0,28.0,28.0
9439,36.0,29.0,29.0
9440,36.0,29.0,29.0
9444,32.0,28.0,29.0
9445,35.0,27.0,29.0
9455,19.0,16.0,21.0
9461,35.0,28.0,29.0
9464,32.0,28.0,28.0
9469,34.0,24.0,27.0
9470,35.0,29.0,29.0
9472,35.0,29.0,29.0
9475,34.0,27.0,27.0
9476,32.0,19.0,24.0
9477,27.0,18.0,22.0
9481,33.0,20.0,26.0
9483,35.0,29.0,29.0
9484,35.0,29.0,29.0
9519,36.0,29.0,29.0
9520,36.0,27.0,29.0
9522,15.0,7.0,9.0
9525,25.0,15.0,19.0
9527,30.0,15.0,20.0
9530,29.0,28.0,29.0
9534,36.0,22.0,24.0
9535,28.0,27.0,29.0
9540,23.0,16.0,17.0
9544,28.0,15.0,16.0
9550,32.0,18.0,23.0
9559,30.0,28.0,24.0
9560,32.0,25.0,26.0
9566,22.0,11.0,16.0
9571,28.0,16.0,19.0
9574,24.0,13.0,13.0
9583,20.0,12.0,14.0
9593,25.0,14.0,20.0
9594,34.0,20.0,25.0
9600,19.0,9.0,11.0
9624,21.0,11.0,17.0
9626,17.0,8.0,9.0
9628,36.0,30.0,28.0
9629,36.0,30.0,29.0
9648,26.0,20.0,15.0
9657,31.0,20.0,22.0
9659,29.0,16.0,21.0
9666,34.0,19.0,25.0
9667,36.0,21.0,24.0
9670,29.0,10.0,16.0
9703,30.0,14.0,20.0
9704,33.0,20.0,23.0
9708,32.0,17.0,19.0
9709,34.0,19.0,26.0
9710,34.0,16.0,23.0
9715,34.0,24.0,23.0
9720,26.0,14.0,19.0
9723,25.0,13.0,18.0
9732,26.0,10.0,13.0
9734,32.0,16.0,20.0
9754,34.0,21.0,26.0
9755,14.0,9.0,11.0
9756,36.0,21.0,25.0
9757,34.0,16.0,24.0
9762,25.0,13.0,18.0
9765,36.0,26.0,29.0
9766,34.0,20.0,24.0
9772,30.0,14.0,17.0
9774,30.0,16.0,20.0
9776,31.0,15.0,21.0
9786,19.0,18.0,18.0
9792,27.0,13.0,13.0
9793,32.0,17.0,20.0
9796,33.0,20.0,24.0
9799,29.0,16.0,21.0
9804,29.0,8.0,15.0
9806,35.0,25.0,27.0
9809,32.0,16.0,22.0
9812,33.0,16.0,22.0
9813,27.0,14.0,20.0
9814,28.0,14.0,18.0
9816,28.0,16.0,21.0
9830,35.0,18.0,25.0
9833,29.0,15.0,20.0
9840,28.0,14.0,15.0
9851,33.0,20.0,24.0
9852,35.0,27.0,29.0
9853,34.0,27.0,27.0
9854,34.0,24.0,24.0
9855,36.0,28.0,28.0
9856,34.0,22.0,27.0
9857,35.0,25.0,25.0
9858,34.0,23.0,26.0
9859,35.0,26.0,28.0
9860,35.0,27.0,29.0
9861,34.0,27.0,27.0
9862,34.0,24.0,26.0
9863,32.0,17.0,20.0
9864,33.0,19.0,24.0
9865,34.0,29.0,29.0
9866,36.0,21.0,29.0
9867,36.0,29.0,27.0
9868,34.0,28.0,23.0
9869,34.0,25.0,25.0
9870,35.0,20.0,23.0
9871,36.0,23.0,25.0
9872,32.0,19.0,22.0
9873,34.0,27.0,29.0
9874,34.0,27.0,29.0
9875,34.0,17.0,25.0
9876,33.0,26.0,27.0
9877,35.0,22.0,25.0
9878,35.0,25.0,25.0
9879,35.0,26.0,29.0
9880,32.0,18.0,22.0
9881,34.0,25.0,26.0
9882,33.0,23.0,24.0
9883,36.0,26.0,29.0
9884,35.0,21.0,25.0
9885,34.0,25.0,28.0
9887,34.0,24.0,28.0
9888,35.0,25.0,28.0
9889,34.0,25.0,26.0
9890,34.0,24.0,27.0
9891,34.0,21.0,24.0
9892,34.0,27.0,29.0
9893,32.0,14.0,22.0
9894,34.0,27.0,29.0
9895,35.0,27.0,28.0
9896,34.0,25.0,25.0
9897,35.0,25.0,26.0
9898,33.0,25.0,27.0
9899,34.0,23.0,26.0
9900,34.0,25.0,29.0
9901,34.0,21.0,27.0
9902,34.0,26.0,27.0
9930,21.0,14.0,13.0
9931,5.0,1.0,2.0
9934,27.0,12.0,17.0
9935,19.0,11.0,12.0
9944,19.0,11.0,12.0
9948,29.0,16.0,19.0
9949,36.0,28.0,29.0
9950,36.0,25.0,27.0
9956,32.0,18.0,19.0
9959,35.0,21.0,26.0
9961,26.0,15.0,17.0
9963,30.0,15.0,21.0
9964,30.0,16.0,20.0
9966,32.0,20.0,19.0
9970,27.0,13.0,15.0
9976,25.0,15.0,18.0
9982,16.0,11.0,14.0
9984,29.0,14.0,16.0
9986,30.0,15.0,20.0
9997,24.0,14.0,15.0
10000,29.0,16.0,19.0
10002,2.0,2.0,1.0
10006,22.0,13.0,13.0
10008,32.0,17.0,21.0
10009,29.0,17.0,12.0
10011,34.0,23.0,24.0
10018,18.0,6.0,11.0
10024,27.0,13.0,16.0
10026,28.0,17.0,14.0
10029,36.0,21.0,8.0
10031,31.0,15.0,18.0
10035,27.0,11.0,16.0
10037,25.0,11.0,15.0
10040,26.0,9.0,10.0
10042,23.0,11.0,11.0
10047,28.0,16.0,14.0
10049,29.0,15.0,16.0
10050,36.0,29.0,29.0
10051,25.0,23.0,22.0
10053,27.0,14.0,20.0
10062,14.0,7.0,8.0
10063,5.0,1.0,3.0
10066,25.0,9.0,7.0
10068,27.0,12.0,13.0
10090,31.0,18.0,20.0
10093,33.0,24.0,27.0
10094,36.0,27.0,25.0
10095,31.0,19.0,22.0
10110,30.0,17.0,24.0
10111,14.0,7.0,8.0
10115,30.0,27.0,22.0
10118,28.0,14.0,18.0
10126,29.0,17.0,18.0
10140,36.0,25.0,28.0
10141,36.0,21.0,27.0
10143,15.0,8.0,9.0
10144,32.0,25.0,26.0
10145,36.0,26.0,29.0
10146,32.0,23.0,26.0
10147,31.0,23.0,24.0
10148,24.0,19.0,17.0
10149,36.0,28.0,29.0
10166,34.0,28.0,27.0
10168,32.0,21.0,24.0
10171,34.0,17.0,25.0
10172,35.0,20.0,25.0
10174,36.0,28.0,28.0
10176,35.0,29.0,29.0
10177,34.0,27.0,26.0
10179,36.0,28.0,29.0
10181,35.0,29.0,28.0
10182,34.0,20.0,24.0
10184,35.0,28.0,29.0
10185,25.0,10.0,14.0
10187,36.0,28.0,28.0
10190,34.0,25.0,25.0
10192,35.0,23.0,27.0
10194,34.0,25.0,26.0
10195,36.0,27.0,29.0
10197,35.0,29.0,29.0
10198,33.0,7.0,7.0
10200,36.0,22.0,27.0
10203,34.0,25.0,25.0
10204,23.0,12.0,14.0
10206,33.0,26.0,25.0
10218,34.0,19.0,23.0
10219,34.0,26.0,28.0
10220,29.0,23.0,20.0
10221,32.0,16.0,22.0
10222,30.0,17.0,22.0
10223,32.0,18.0,23.0
10227,36.0,25.0,26.0
10231,33.0,16.0,18.0
10236,34.0,19.0,20.0
10238,33.0,17.0,23.0
10239,35.0,29.0,29.0
10242,30.0,18.0,24.0
10243,36.0,20.0,26.0
10245,31.0,14.0,18.0
10248,21.0,6.0,12.0
10250,34.0,18.0,25.0
10251,34.0,17.0,24.0
10253,28.0,12.0,14.0
10254,30.0,13.0,17.0
10257,24.0,10.0,16.0
10260,36.0,29.0,28.0
10263,35.0,28.0,24.0
10264,30.0,16.0,20.0
10267,24.0,10.0,12.0
10269,34.0,20.0,25.0
10270,33.0,17.0,20.0
10272,36.0,29.0,29.0
10273,35.0,26.0,28.0
10275,35.0,22.0,25.0
10276,33.0,13.0,21.0
10278,33.0,19.0,22.0
10280,33.0,13.0,23.0
10287,34.0,16.0,17.0
10288,34.0,15.0,21.0
10291,34.0,28.0,29.0
10293,34.0,17.0,22.0
10294,35.0,21.0,25.0
10295,33.0,17.0,21.0
10298,21.0,3.0,5.0
10299,35.0,19.0,25.0
10302,34.0,25.0,27.0
10303,35.0,22.0,26.0
10306,30.0,11.0,19.0
10307,35.0,24.0,26.0
10309,36.0,29.0,29.0
10319,36.0,30.0,29.0
10333,30.0,16.0,20.0
10336,36.0,28.0,28.0
10337,36.0,29.0,29.0
10338,36.0,29.0,29.0
10339,36.0,28.0,27.0
10386,34.0,11.0,14.0
10387,29.0,18.0,23.0
10417,33.0,26.0,28.0
10421,25.0,16.0,21.0
10428,28.0,23.0,26.0
10434,26.0,19.0,24.0
10436,31.0,19.0,24.0
10438,35.0,26.0,28.0
10447,33.0,6.0,6.0
10449,36.0,30.0,29.0
10451,30.0,,1.0
10455,26.0,10.0,14.0
10456,25.0,19.0,10.0
10468,32.0,20.0,23.0
10469,29.0,13.0,13.0
10472,34.0,15.0,15.0
10473,34.0,27.0,26.0
10474,31.0,22.0,19.0
10475,29.0,21.0,24.0
10476,35.0,26.0,27.0
10477,34.0,24.0,24.0
10479,34.0,28.0,27.0
10480,35.0,24.0,27.0
10481,30.0,20.0,20.0
10482,32.0,24.0,23.0
10483,34.0,28.0,29.0
10484,34.0,28.0,29.0
10486,36.0,29.0,29.0
10487,31.0,17.0,21.0
10488,36.0,29.0,27.0
10489,36.0,26.0,27.0
10490,12.0,10.0,9.0
10497,29.0,16.0,19.0
10498,19.0,9.0,16.0
10506,15.0,6.0,10.0
10520,31.0,17.0,20.0
10522,35.0,25.0,26.0
10524,34.0,23.0,27.0
10528,36.0,24.0,28.0
10530,30.0,16.0,20.0
10532,31.0,18.0,21.0
10534,33.0,21.0,24.0
10538,36.0,23.0,28.0
10539,33.0,19.0,25.0
10542,34.0,22.0,24.0
10566,21.0,13.0,16.0
10571,36.0,29.0,29.0
10572,35.0,29.0,28.0
10581,36.0,29.0,29.0
10582,26.0,17.0,19.0
10583,36.0,26.0,28.0
10584,32.0,22.0,21.0
10585,35.0,26.0,26.0
10586,32.0,22.0,21.0
10587,34.0,29.0,27.0
10588,29.0,13.0,16.0
10603,20.0,10.0,13.0
10612,33.0,15.0,16.0
10614,29.0,16.0,19.0
10620,31.0,22.0,22.0
10621,26.0,15.0,20.0
10622,26.0,10.0,12.0
10626,36.0,29.0,29.0
10627,36.0,18.0,23.0
10628,26.0,14.0,17.0
10646,35.0,22.0,26.0
10648,31.0,18.0,17.0
10649,21.0,8.0,13.0
10662,23.0,13.0,13.0
10665,28.0,13.0,16.0
10666,24.0,13.0,15.0
10676,23.0,13.0,16.0
10677,30.0,16.0,20.0
10679,33.0,16.0,19.0
10680,36.0,23.0,28.0
10690,35.0,24.0,27.0
10691,36.0,28.0,29.0
10692,34.0,24.0,28.0
10693,35.0,27.0,28.0
10694,35.0,28.0,29.0
10695,36.0,29.0,29.0
10696,36.0,28.0,28.0
10697,34.0,28.0,25.0
10698,33.0,22.0,24.0
10699,36.0,28.0,29.0
10700,34.0,22.0,25.0
10701,36.0,29.0,29.0
10702,35.0,27.0,29.0
10703,36.0,29.0,29.0
10704,34.0,26.0,25.0
10705,35.0,25.0,26.0
10706,36.0,28.0,28.0
10707,36.0,29.0,28.0
10708,34.0,25.0,25.0
10709,36.0,29.0,29.0
10710,36.0,28.0,29.0
10711,36.0,28.0,29.0
10712,33.0,24.0,24.0
10713,36.0,28.0,29.0
10714,33.0,22.0,24.0
10715,35.0,27.0,29.0
10716,36.0,29.0,29.0
10717,34.0,27.0,28.0
10718,36.0,27.0,28.0
10719,36.0,27.0,27.0
10720,36.0,28.0,28.0
10721,36.0,28.0,28.0
10722,36.0,29.0,28.0
10723,36.0,28.0,28.0
10724,36.0,27.0,28.0
10725,36.0,26.0,28.0
10727,31.0,16.0,22.0
10729,34.0,22.0,23.0
10732,33.0,18.0,19.0
10734,29.0,15.0,14.0
10742,33.0,19.0,23.0
10746,25.0,14.0,16.0
10749,33.0,19.0,26.0
10750,35.0,19.0,26.0
10752,33.0,18.0,24.0
10755,30.0,17.0,21.0
10760,32.0,17.0,24.0
10761,34.0,20.0,25.0
10764,24.0,14.0,17.0
10774,33.0,15.0,24.0
10777,30.0,14.0,20.0
10781,29.0,14.0,18.0
10783,34.0,20.0,26.0
10785,35.0,18.0,27.0
10788,33.0,26.0,26.0
10791,24.0,15.0,16.0
10797,34.0,23.0,24.0
10799,32.0,20.0,20.0
10807,32.0,19.0,22.0
10810,31.0,19.0,22.0
10812,34.0,27.0,27.0
10817,36.0,29.0,29.0
10819,30.0,20.0,25.0
10822,30.0,15.0,20.0
10828,34.0,22.0,23.0
10831,32.0,16.0,21.0
10834,27.0,12.0,20.0
10842,32.0,19.0,22.0
10845,31.0,18.0,22.0
10846,8.0,1.0,3.0
10849,32.0,21.0,26.0
10851,17.0,6.0,8.0
10852,35.0,29.0,29.0
10853,30.0,20.0,19.0
10872,34.0,19.0,25.0
10884,33.0,18.0,21.0
10915,34.0,29.0,28.0
10916,36.0,22.0,24.0
10917,31.0,17.0,23.0
10935,16.0,10.0,9.0
10942,28.0,14.0,13.0
10950,35.0,23.0,23.0
10951,16.0,8.0,11.0
10957,17.0,6.0,6.0
10967,23.0,12.0,14.0
10968,22.0,8.0,13.0
10973,21.0,10.0,9.0
10978,34.0,24.0,26.0
10979,36.0,29.0,29.0
10980,33.0,27.0,24.0
11002,25.0,12.0,16.0
11009,27.0,12.0,13.0
11010,27.0,24.0,23.0
11013,36.0,23.0,23.0
11015,33.0,17.0,22.0
11019,33.0,18.0,25.0
11021,34.0,17.0,23.0
11023,33.0,15.0,21.0
11028,34.0,17.0,25.0
11030,26.0,13.0,20.0
11032,33.0,19.0,25.0
11033,34.0,20.0,24.0
11039,24.0,14.0,16.0
11043,28.0,13.0,21.0
11044,36.0,29.0,29.0
11045,27.0,15.0,20.0
11046,36.0,28.0,29.0
11047,36.0,28.0,29.0
11048,36.0,29.0,29.0
11049,36.0,29.0,29.0
11050,34.0,25.0,26.0
11051,35.0,26.0,28.0
11052,36.0,29.0,29.0
11053,36.0,28.0,27.0
11054,36.0,29.0,29.0
11055,35.0,26.0,27.0
11056,36.0,29.0,29.0
11057,36.0,27.0,29.0
11058,35.0,27.0,27.0
11059,36.0,29.0,29.0
11060,35.0,25.0,28.0
11061,36.0,27.0,29.0
11062,36.0,29.0,29.0
11063,36.0,28.0,29.0
11064,36.0,29.0,29.0
11065,35.0,29.0,28.0
11066,36.0,29.0,29.0
11067,35.0,25.0,25.0
11068,36.0,29.0,29.0
11069,35.0,28.0,29.0
11070,36.0,28.0,29.0
11071,35.0,26.0,28.0
11072,36.0,29.0,29.0
11073,36.0,29.0,29.0
11074,36.0,28.0,29.0
11075,36.0,29.0,29.0
11076,36.0,27.0,29.0
11077,36.0,29.0,29.0
11078,36.0,28.0,29.0
11083,36.0,30.0,29.0
11092,19.0,5.0,10.0
11111,34.0,19.0,25.0
11112,25.0,18.0,22.0
11114,25.0,15.0,18.0
11122,33.0,20.0,25.0
11127,35.0,22.0,26.0
11129,32.0,19.0,22.0
11134,34.0,23.0,25.0
11136,34.0,19.0,26.0
11137,35.0,20.0,24.0
11140,31.0,17.0,22.0
11141,32.0,19.0,23.0
11142,26.0,14.0,22.0
11143,26.0,14.0,13.0
11144,36.0,22.0,25.0
11145,36.0,25.0,28.0
11147,34.0,18.0,25.0
11149,36.0,26.0,28.0
11151,36.0,25.0,27.0
11153,36.0,28.0,28.0
11154,35.0,19.0,25.0
11155,35.0,23.0,28.0
11157,34.0,18.0,23.0
11160,35.0,23.0,26.0
11163,34.0,18.0,23.0
11164,34.0,25.0,28.0
11167,34.0,21.0,25.0
11168,36.0,24.0,26.0
11169,36.0,23.0,26.0
11170,35.0,22.0,26.0
11172,32.0,22.0,26.0
11174,31.0,18.0,23.0
11176,36.0,29.0,29.0
11177,36.0,29.0,29.0
11178,32.0,16.0,24.0
11180,25.0,14.0,20.0
11181,29.0,17.0,23.0
11182,34.0,19.0,27.0
11184,32.0,18.0,25.0
11186,34.0,21.0,26.0
11189,32.0,27.0,25.0
11191,35.0,24.0,27.0
11192,36.0,28.0,29.0
11194,35.0,29.0,29.0
11195,36.0,29.0,27.0
11196,36.0,29.0,29.0
11197,36.0,29.0,29.0
11198,35.0,17.0,23.0
11199,24.0,9.0,13.0
11200,25.0,16.0,19.0
11201,34.0,20.0,26.0
11203,35.0,28.0,29.0
11205,30.0,15.0,21.0
11209,32.0,18.0,23.0
11223,33.0,28.0,27.0
11226,24.0,14.0,17.0
11228,12.0,9.0,11.0
11229,35.0,23.0,28.0
11233,36.0,27.0,29.0
11236,18.0,11.0,13.0
11237,33.0,20.0,23.0
11239,34.0,21.0,24.0
11240,30.0,18.0,24.0
11241,21.0,6.0,10.0
11242,20.0,9.0,12.0
11244,35.0,25.0,29.0
11246,35.0,27.0,28.0
11247,35.0,20.0,25.0
11260,31.0,18.0,22.0
11268,35.0,18.0,25.0
11270,36.0,19.0,24.0
11272,36.0,25.0,28.0
11273,36.0,29.0,29.0
11274,36.0,29.0,29.0
11275,36.0,29.0,29.0
11276,29.0,21.0,24.0
11291,36.0,29.0,29.0
11296,36.0,27.0,8.0
11311,28.0,17.0,17.0
11320,34.0,20.0,24.0
11323,24.0,13.0,17.0
11329,34.0,21.0,21.0
11349,33.0,18.0,22.0
11351,33.0,23.0,27.0
11353,34.0,28.0,27.0
11356,34.0,18.0,23.0
11357,31.0,19.0,24.0
11359,34.0,25.0,27.0
11360,34.0,20.0,25.0
11362,29.0,15.0,21.0
11364,33.0,28.0,28.0
11384,34.0,22.0,29.0
11386,33.0,22.0,29.0
11390,26.0,15.0,17.0
11393,31.0,28.0,27.0
11395,29.0,16.0,21.0
11400,22.0,13.0,17.0
11402,36.0,29.0,29.0
11403,35.0,28.0,29.0
11404,35.0,27.0,29.0
11405,33.0,21.0,25.0
11406,36.0,28.0,29.0
11408,34.0,26.0,29.0
11409,36.0,27.0,29.0
11410,33.0,22.0,23.0
11411,36.0,28.0,29.0
11412,34.0,23.0,24.0
11413,30.0,19.0,22.0
11425,25.0,13.0,23.0
11427,36.0,28.0,29.0
11431,29.0,19.0,21.0
11443,28.0,16.0,20.0
11444,14.0,9.0,11.0
11456,29.0,14.0,22.0
11457,33.0,21.0,24.0
11458,36.0,25.0,27.0
11459,34.0,21.0,25.0
11462,32.0,18.0,23.0
11463,34.0,19.0,27.0
11467,10.0,6.0,11.0
11470,30.0,15.0,19.0
11500,34.0,27.0,28.0
11501,36.0,29.0,28.0
11503,34.0,24.0,25.0
11512,32.0,18.0,23.0
11515,36.0,29.0,29.0
11516,36.0,29.0,29.0
11517,36.0,29.0,29.0
11518,34.0,29.0,28.0
11519,36.0,29.0,29.0
11520,36.0,29.0,29.0
11521,35.0,26.0,27.0
11522,36.0,28.0,29.0
11523,36.0,27.0,29.0
11524,36.0,29.0,29.0
11525,34.0,25.0,27.0
11526,35.0,28.0,29.0
11528,26.0,11.0,15.0
11530,33.0,19.0,19.0
11531,18.0,8.0,13.0
11537,36.0,29.0,28.0
11543,16.0,9.0,11.0
11544,20.0,10.0,11.0
11549,32.0,21.0,24.0
11556,31.0,19.0,22.0
11561,29.0,16.0,22.0
11568,32.0,19.0,22.0
11569,34.0,22.0,25.0
11570,35.0,26.0,26.0
11571,32.0,18.0,24.0
11573,34.0,21.0,25.0
11576,34.0,21.0,25.0
11579,32.0,15.0,23.0
11613,30.0,20.0,20.0
11614,36.0,23.0,27.0
11619,23.0,12.0,16.0
11628,34.0,21.0,22.0
11629,34.0,23.0,26.0
11630,23.0,9.0,14.0
11639,28.0,13.0,18.0
11640,28.0,24.0,21.0
11646,14.0,7.0,10.0
11652,35.0,29.0,29.0
11653,32.0,29.0,27.0
11659,27.0,14.0,19.0
11660,21.0,11.0,20.0
11675,29.0,15.0,20.0
11676,29.0,15.0,23.0
11680,33.0,26.0,27.0
11682,34.0,23.0,26.0
11683,24.0,18.0,17.0
11684,30.0,19.0,23.0
11686,32.0,21.0,25.0
11688,30.0,19.0,23.0
11689,31.0,15.0,22.0
11692,30.0,16.0,23.0
11694,29.0,16.0,23.0
11701,20.0,12.0,14.0
11709,29.0,18.0,23.0
11710,31.0,19.0,26.0
11711,27.0,15.0,21.0
11716,32.0,23.0,27.0
11718,32.0,23.0,25.0
11721,34.0,28.0,29.0
11726,33.0,26.0,26.0
11727,32.0,27.0,27.0
11728,31.0,24.0,27.0
11733,29.0,16.0,21.0
11735,32.0,21.0,25.0
11736,28.0,13.0,19.0
11737,24.0,15.0,18.0
11738,31.0,19.0,24.0
11740,31.0,24.0,25.0
11744,9.0,2.0,5.0
11746,36.0,28.0,29.0
11751,36.0,29.0,29.0
11762,28.0,16.0,19.0
11768,30.0,18.0,24.0
11772,26.0,17.0,23.0
11773,28.0,18.0,24.0
11776,30.0,20.0,21.0
11777,36.0,24.0,26.0
11778,32.0,26.0,28.0
11779,34.0,13.0,18.0
11809,35.0,24.0,26.0
11811,24.0,13.0,15.0
11812,32.0,17.0,20.0
11813,34.0,29.0,29.0
11814,34.0,21.0,26.0
11815,34.0,21.0,26.0
11818,35.0,19.0,26.0
11819,35.0,25.0,29.0
11823,31.0,16.0,23.0
11825,29.0,17.0,19.0
11827,32.0,14.0,20.0
11836,32.0,15.0,20.0
11841,35.0,21.0,24.0
11847,31.0,12.0,18.0
11848,22.0,12.0,18.0
11849,36.0,29.0,29.0
11850,36.0,24.0,28.0
11852,34.0,20.0,25.0
11854,35.0,22.0,27.0
11856,34.0,21.0,24.0
11857,33.0,15.0,19.0
11861,34.0,19.0,26.0
11862,35.0,26.0,29.0
11864,34.0,19.0,23.0
11866,19.0,9.0,9.0
11867,35.0,25.0,27.0
11872,34.0,19.0,24.0
11876,35.0,28.0,28.0
11879,34.0,17.0,25.0
11883,33.0,22.0,23.0
11885,35.0,28.0,29.0
11887,28.0,13.0,19.0
11889,29.0,16.0,20.0
11891,33.0,18.0,24.0
11892,34.0,22.0,27.0
11894,36.0,29.0,28.0
11895,34.0,28.0,29.0
11896,35.0,21.0,27.0
11898,33.0,17.0,23.0
11901,32.0,18.0,22.0
11903,32.0,15.0,23.0
11905,33.0,16.0,22.0
11908,24.0,12.0,13.0
11910,34.0,19.0,27.0
11911,35.0,21.0,25.0
11915,32.0,18.0,23.0
11917,33.0,16.0,24.0
11918,29.0,15.0,22.0
11927,31.0,18.0,23.0
11932,35.0,25.0,29.0
11935,34.0,20.0,24.0
11936,33.0,17.0,24.0
11938,35.0,27.0,28.0
11940,34.0,26.0,26.0
11949,32.0,19.0,25.0
11970,31.0,14.0,20.0
11971,34.0,18.0,23.0
11972,35.0,27.0,25.0
11973,35.0,29.0,29.0
11974,34.0,29.0,29.0
11975,36.0,29.0,29.0
11977,33.0,26.0,26.0
11978,35.0,25.0,25.0
11980,33.0,26.0,25.0
11981,30.0,17.0,19.0
11982,33.0,27.0,25.0
11983,34.0,27.0,26.0
11984,33.0,25.0,23.0
11987,35.0,26.0,27.0
11991,34.0,27.0,25.0
11992,34.0,26.0,25.0
11993,35.0,25.0,26.0
11994,15.0,15.0,12.0
11995,25.0,13.0,15.0
11997,21.0,5.0,4.0
12000,33.0,22.0,25.0
12008,36.0,23.0,27.0
12009,36.0,29.0,29.0
12010,28.0,14.0,21.0
12030,26.0,17.0,19.0
12034,32.0,19.0,22.0
12037,33.0,19.0,22.0
12042,33.0,23.0,23.0
12058,28.0,12.0,16.0
12060,32.0,17.0,21.0
12061,34.0,19.0,24.0
12063,26.0,14.0,19.0
12064,30.0,17.0,19.0
12065,31.0,17.0,23.0
12069,24.0,10.0,12.0
12071,36.0,23.0,25.0
12072,34.0,27.0,25.0
12074,33.0,20.0,22.0
12075,28.0,13.0,16.0
12077,32.0,16.0,23.0
12082,32.0,18.0,23.0
12083,26.0,16.0,16.0
12086,25.0,14.0,15.0
12091,29.0,15.0,17.0
12105,35.0,27.0,29.0
12106,33.0,17.0,20.0
12107,35.0,25.0,29.0
12112,29.0,16.0,18.0
12113,33.0,17.0,22.0
12117,31.0,16.0,23.0
12118,32.0,17.0,21.0
12122,34.0,19.0,23.0
12127,31.0,17.0,21.0
12134,36.0,29.0,29.0
12135,36.0,29.0,29.0
12136,36.0,28.0,28.0
12137,30.0,14.0,18.0
12142,34.0,19.0,25.0
12145,35.0,17.0,25.0
12150,29.0,15.0,22.0
12159,36.0,28.0,29.0
12161,29.0,16.0,23.0
12162,36.0,27.0,28.0
12163,20.0,8.0,12.0
12166,36.0,22.0,28.0
12168,36.0,27.0,28.0
12169,36.0,22.0,27.0
12170,35.0,19.0,23.0
12173,25.0,13.0,19.0
12178,32.0,17.0,25.0
12181,36.0,21.0,25.0
12182,30.0,18.0,24.0
12184,33.0,16.0,23.0
12186,34.0,18.0,26.0
12187,36.0,25.0,28.0
12189,29.0,17.0,23.0
12190,35.0,23.0,24.0
12192,35.0,26.0,28.0
12193,36.0,21.0,26.0
12195,24.0,12.0,14.0
12198,28.0,17.0,23.0
12199,33.0,20.0,26.0
12200,35.0,18.0,25.0
12201,36.0,28.0,29.0
12203,36.0,28.0,28.0
12204,36.0,29.0,29.0
12206,34.0,19.0,26.0
12207,36.0,23.0,28.0
12209,35.0,23.0,27.0
12210,36.0,25.0,28.0
12212,35.0,25.0,25.0
12214,35.0,19.0,26.0
12215,35.0,18.0,24.0
12216,36.0,21.0,25.0
12218,35.0,22.0,25.0
12219,36.0,29.0,29.0
12220,36.0,29.0,29.0
12221,36.0,28.0,29.0
12222,36.0,29.0,29.0
12223,36.0,28.0,29.0
12224,36.0,29.0,29.0
12225,36.0,29.0,29.0
12226,36.0,29.0,29.0
12227,36.0,29.0,29.0
12228,36.0,29.0,29.0
12229,36.0,29.0,29.0
12230,36.0,29.0,29.0
12231,35.0,27.0,29.0
12232,36.0,30.0,29.0
12233,36.0,28.0,29.0
12238,26.0,19.0,20.0
12240,36.0,27.0,29.0
12244,35.0,23.0,28.0
12246,32.0,20.0,24.0
12247,28.0,15.0,21.0
12250,36.0,28.0,29.0
12254,35.0,25.0,28.0
12255,36.0,29.0,29.0
12256,29.0,17.0,23.0
12257,32.0,15.0,19.0
12258,36.0,28.0,28.0
12259,36.0,28.0,29.0
12263,32.0,19.0,25.0
12264,36.0,22.0,26.0
12266,35.0,22.0,26.0
12267,36.0,26.0,26.0
12270,36.0,24.0,27.0
12271,36.0,28.0,29.0
12272,36.0,23.0,28.0
12273,36.0,29.0,29.0
12275,36.0,29.0,29.0
12276,35.0,22.0,27.0
12277,22.0,10.0,17.0
